case,stage,metric,unit,value
h96_n8,k1,device__attribute_max_block_dim_y,,1024
h96_n8,k1,device__attribute_max_block_dim_z,,64
h96_n8,k1,device__attribute_max_blocks_per_multiprocessor,,32
h96_n8,k1,device__attribute_max_gpu_frequency_khz,,2032000
h96_n8,k1,device__attribute_max_grid_dim_x,,2147483647
h96_n8,k1,device__attribute_max_grid_dim_y,,65535
h96_n8,k1,device__attribute_max_grid_dim_z,,65535
h96_n8,k1,device__attribute_max_ipc_per_multiprocessor,,4
h96_n8,k1,device__attribute_max_ipc_per_scheduler,,1
h96_n8,k1,device__attribute_max_mem_frequency_khz,,3996000
h96_n8,k1,device__attribute_max_persisting_l2_cache_size,,82903040
h96_n8,k1,device__attribute_max_pitch,,2147483647
h96_n8,k1,device__attribute_max_registers_per_block,,65536
h96_n8,k1,device__attribute_max_registers_per_multiprocessor,,65536
h96_n8,k1,device__attribute_max_registers_per_thread,,255
h96_n8,k1,device__attribute_max_shared_memory_per_block,,49152
h96_n8,k1,device__attribute_max_shared_memory_per_block_optin,,232448
h96_n8,k1,device__attribute_max_shared_memory_per_multiprocessor,,233472
h96_n8,k1,device__attribute_max_threads_per_block,,1024
h96_n8,k1,device__attribute_max_threads_per_multiprocessor,,2048
h96_n8,k1,device__attribute_max_warps_per_multiprocessor,,64
h96_n8,k1,device__attribute_max_warps_per_scheduler,,16
h96_n8,k1,device__attribute_maximum_surface1d_layered_layers,,2048
h96_n8,k1,device__attribute_maximum_surface1d_layered_width,,32768
h96_n8,k1,device__attribute_maximum_surface1d_width,,32768
h96_n8,k1,device__attribute_maximum_surface2d_height,,65536
h96_n8,k1,device__attribute_maximum_surface2d_layered_height,,32768
h96_n8,k1,device__attribute_maximum_surface2d_layered_layers,,2048
h96_n8,k1,device__attribute_maximum_surface2d_layered_width,,32768
h96_n8,k1,device__attribute_maximum_surface2d_width,,131072
h96_n8,k1,device__attribute_maximum_surface3d_depth,,16384
h96_n8,k1,device__attribute_maximum_surface3d_height,,16384
h96_n8,k1,device__attribute_maximum_surface3d_width,,16384
h96_n8,k1,device__attribute_maximum_surfacecubemap_layered_layers,,2046
h96_n8,k1,device__attribute_maximum_surfacecubemap_layered_width,,32768
h96_n8,k1,device__attribute_maximum_surfacecubemap_width,,32768
h96_n8,k1,device__attribute_maximum_texture1d_layered_layers,,2048
h96_n8,k1,device__attribute_maximum_texture1d_layered_width,,32768
h96_n8,k1,device__attribute_maximum_texture1d_linear_width,,268435456
h96_n8,k1,device__attribute_maximum_texture1d_mipmapped_width,,32768
h96_n8,k1,device__attribute_maximum_texture1d_width,,131072
h96_n8,k1,device__attribute_maximum_texture2d_gather_height,,32768
h96_n8,k1,device__attribute_maximum_texture2d_gather_width,,32768
h96_n8,k1,device__attribute_maximum_texture2d_height,,65536
h96_n8,k1,device__attribute_maximum_texture2d_layered_height,,32768
h96_n8,k1,device__attribute_maximum_texture2d_layered_layers,,2048
h96_n8,k1,device__attribute_maximum_texture2d_layered_width,,32768
h96_n8,k1,device__attribute_maximum_texture2d_linear_height,,65000
h96_n8,k1,device__attribute_maximum_texture2d_linear_pitch,,2097120
h96_n8,k1,device__attribute_maximum_texture2d_linear_width,,131072
h96_n8,k1,device__attribute_maximum_texture2d_mipmapped_height,,32768
h96_n8,k1,device__attribute_maximum_texture2d_mipmapped_width,,32768
h96_n8,k1,device__attribute_maximum_texture2d_width,,131072
h96_n8,k1,device__attribute_maximum_texture3d_depth,,16384
h96_n8,k1,device__attribute_maximum_texture3d_depth_alternate,,32768
h96_n8,k1,device__attribute_maximum_texture3d_height,,16384
h96_n8,k1,device__attribute_maximum_texture3d_height_alternate,,8192
h96_n8,k1,device__attribute_maximum_texture3d_width,,16384
h96_n8,k1,device__attribute_maximum_texture3d_width_alternate,,8192
h96_n8,k1,device__attribute_maximum_texturecubemap_layered_layers,,2046
h96_n8,k1,device__attribute_maximum_texturecubemap_layered_width,,32768
h96_n8,k1,device__attribute_maximum_texturecubemap_width,,32768
h96_n8,k1,device__attribute_mem_sync_domain_count,,4
h96_n8,k1,device__attribute_memory_clock_rate,,3996000
h96_n8,k1,device__attribute_memory_pools_supported,,1
h96_n8,k1,device__attribute_mempool_supported_handle_types,,9
h96_n8,k1,device__attribute_mps_enabled,,0
h96_n8,k1,device__attribute_multi_gpu_board,,0
h96_n8,k1,device__attribute_multi_gpu_board_group_id,,0
h96_n8,k1,device__attribute_multicast_supported,,1
h96_n8,k1,device__attribute_multiprocessor_count,,148
h96_n8,k1,device__attribute_num_l2s_per_fbp,,12
h96_n8,k1,device__attribute_num_schedulers_per_multiprocessor,,4
h96_n8,k1,device__attribute_num_tex_per_multiprocessor,,1
h96_n8,k1,device__attribute_numa_config,,0
h96_n8,k1,device__attribute_pageable_memory_access,,1
h96_n8,k1,device__attribute_pageable_memory_access_uses_host_page_tables,,0
h96_n8,k1,device__attribute_pci_bus_id,,6
h96_n8,k1,device__attribute_pci_device_id,,0
h96_n8,k1,device__attribute_pci_domain_id,,0
h96_n8,k1,device__attribute_ram_location,,1
h96_n8,k1,device__attribute_ram_type,,0
h96_n8,k1,device__attribute_reserved_shared_memory_per_block,,1024
h96_n8,k1,device__attribute_sass_level,,10
h96_n8,k1,device__attribute_single_to_double_precision_perf_ratio,,64
h96_n8,k1,device__attribute_sparse_cuda_array_supported,,1
h96_n8,k1,device__attribute_stream_priorities_supported,,1
h96_n8,k1,device__attribute_surface_alignment,,512
h96_n8,k1,device__attribute_tcc_driver,,0
h96_n8,k1,device__attribute_tensor_map_access_supported,,1
h96_n8,k1,device__attribute_texture_alignment,,512
h96_n8,k1,device__attribute_texture_pitch_alignment,,32
h96_n8,k1,device__attribute_total_constant_memory,,65536
h96_n8,k1,device__attribute_total_memory,,287428640768
h96_n8,k1,device__attribute_unified_addressing,,1
h96_n8,k1,device__attribute_unified_function_pointers,,1
h96_n8,k1,device__attribute_virtual_address_management_supported,,1
h96_n8,k1,device__attribute_warp_size,,32
h96_n8,k1,dram__bytes.avg.per_second,byte/s,42473741717.19
h96_n8,k1,dram__bytes.max.per_second,byte/s,45377696320.32
h96_n8,k1,dram__bytes.min.per_second,byte/s,22369660228.39
h96_n8,k1,dram__bytes.sum.per_second,byte/s,2718319469899.90
h96_n8,k1,gpc__cycles_elapsed.avg.per_second,hz,1088581777.37
h96_n8,k1,gpc__cycles_elapsed.max.per_second,hz,1092370999.58
h96_n8,k1,gpc__cycles_elapsed.min.per_second,hz,1084240183.98
h96_n8,k1,gpc__cycles_elapsed.sum.per_second,hz,8708654218.95
h96_n8,k1,gpu__compute_memory_access_throughput.avg.pct_of_peak_sustained_elapsed,%,71.45
h96_n8,k1,gpu__compute_memory_access_throughput.max.pct_of_peak_sustained_elapsed,%,74.10
h96_n8,k1,gpu__compute_memory_access_throughput.min.pct_of_peak_sustained_elapsed,%,68.26
h96_n8,k1,gpu__compute_memory_access_throughput.sum.pct_of_peak_sustained_elapsed,%,71.45
h96_n8,k1,gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_elapsed,%,60.36
h96_n8,k1,gpu__compute_memory_request_throughput.max.pct_of_peak_sustained_elapsed,%,62.15
h96_n8,k1,gpu__compute_memory_request_throughput.min.pct_of_peak_sustained_elapsed,%,58.51
h96_n8,k1,gpu__compute_memory_request_throughput.sum.pct_of_peak_sustained_elapsed,%,60.36
h96_n8,k1,gpu__time_duration.avg,ns,453952
h96_n8,k1,gpu__time_duration.max,ns,453952
h96_n8,k1,gpu__time_duration.min,ns,453952
h96_n8,k1,gpu__time_duration.sum,ns,453952
h96_n8,k1,idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed,%,4.45
h96_n8,k1,idc__request_cycles_active.max.pct_of_peak_sustained_elapsed,%,4.58
h96_n8,k1,idc__request_cycles_active.min.pct_of_peak_sustained_elapsed,%,4.33
h96_n8,k1,idc__request_cycles_active.sum.pct_of_peak_sustained_elapsed,%,4.45
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg,,34202.55
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max,,38070
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.min,,30415
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,,5061977
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.avg,,11232.47
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.max,,13255
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.min,,8662
h96_n8,k1,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,,1662405
h96_n8,k1,l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed,%,17.48
h96_n8,k1,l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed,%,17.95
h96_n8,k1,l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed,%,16.90
h96_n8,k1,l1tex__data_bank_reads.sum.pct_of_peak_sustained_elapsed,%,17.48
h96_n8,k1,l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed,%,12.98
h96_n8,k1,l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed,%,13.33
h96_n8,k1,l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed,%,12.55
h96_n8,k1,l1tex__data_bank_writes.sum.pct_of_peak_sustained_elapsed,%,12.98
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.avg,,353584.60
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed,%,71.45
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.max,,366693
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed,%,74.10
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.min,,337797
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed,%,68.26
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.sum,,52330521
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts.sum.pct_of_peak_sustained_elapsed,%,71.45
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg,,340537.41
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared.max,,351678
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared.min,,328642
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,,50399536
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.avg,,181658.55
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.max,,188586
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.min,,174715
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,,26885465
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.avg,,111632.72
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.max,,115528
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.min,,106991
h96_n8,k1,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,,16521642
h96_n8,k1,l1tex__data_pipe_tc_wavefronts.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__data_pipe_tc_wavefronts.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__data_pipe_tc_wavefronts.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__data_pipe_tc_wavefronts.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__data_pipe_tex_wavefronts.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__f_wavefronts.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed,%,36.24
h96_n8,k1,l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed,%,37.32
h96_n8,k1,l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed,%,35.14
h96_n8,k1,l1tex__lsu_writeback_active.sum.pct_of_peak_sustained_elapsed,%,36.24
h96_n8,k1,l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed,%,42.41
h96_n8,k1,l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed,%,43.55
h96_n8,k1,l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed,%,41.00
h96_n8,k1,l1tex__lsuin_requests.sum.pct_of_peak_sustained_elapsed,%,42.41
h96_n8,k1,l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed,%,60.36
h96_n8,k1,l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed,%,62.15
h96_n8,k1,l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed,%,58.51
h96_n8,k1,l1tex__m_l1tex2xbar_req_cycles_active.sum.pct_of_peak_sustained_elapsed,%,60.36
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed,%,6.75
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed,%,6.93
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed,%,6.52
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors.sum.pct_of_peak_sustained_elapsed,%,6.75
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__t_sector_hit_rate.pct,%,99.55
h96_n8,k1,l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0.53
h96_n8,k1,l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed,%,0.57
h96_n8,k1,l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed,%,0.49
h96_n8,k1,l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0.53
h96_n8,k1,l1tex__tmain_requests.avg.pct_of_peak_sustained_elapsed,%,4.30
h96_n8,k1,l1tex__tmain_requests.max.pct_of_peak_sustained_elapsed,%,4.41
h96_n8,k1,l1tex__tmain_requests.min.pct_of_peak_sustained_elapsed,%,4.15
h96_n8,k1,l1tex__tmain_requests.sum.pct_of_peak_sustained_elapsed,%,4.30
h96_n8,k1,launch__barrier_count,,1
h96_n8,k1,launch__block_dim_x,block,256
h96_n8,k1,launch__block_dim_y,block,1
h96_n8,k1,launch__block_dim_z,block,1
h96_n8,k1,launch__block_size,,256
h96_n8,k1,launch__cluster_dim_x,,0
h96_n8,k1,launch__cluster_dim_y,,0
h96_n8,k1,launch__cluster_dim_z,,0
h96_n8,k1,launch__cluster_max_active,cluster,0
h96_n8,k1,launch__cluster_max_potential_size,block,8
h96_n8,k1,launch__cluster_scheduling_policy,,PolicySpread
h96_n8,k1,launch__cluster_size,,0
h96_n8,k1,launch__context_id,,1
h96_n8,k1,launch__device_id,,0
h96_n8,k1,launch__func_cache_config,,CachePreferNone
h96_n8,k1,launch__function_pcs,,1
h96_n8,k1,launch__grid_dim_x,,512
h96_n8,k1,launch__grid_dim_y,,96
h96_n8,k1,launch__grid_dim_z,,1
h96_n8,k1,launch__grid_size,,49152
h96_n8,k1,launch__occupancy_cluster_gpu_pct,%,0
h96_n8,k1,launch__occupancy_cluster_pct,%,0
h96_n8,k1,launch__occupancy_limit_barriers,block,32
h96_n8,k1,launch__occupancy_limit_blocks,block,32
h96_n8,k1,launch__occupancy_limit_registers,block,8
h96_n8,k1,launch__occupancy_limit_shared_mem,block,9
h96_n8,k1,launch__occupancy_limit_warps,block,8
h96_n8,k1,launch__occupancy_per_barrier_count,,1440
h96_n8,k1,launch__occupancy_per_block_size,,3339
h96_n8,k1,launch__occupancy_per_cluster_size,,0
h96_n8,k1,launch__occupancy_per_register_count,,5504
h96_n8,k1,launch__occupancy_per_shared_mem_size,,9072
h96_n8,k1,launch__persisting_l2_cache_size,byte,24870912
h96_n8,k1,launch__preferred_cluster_dim_x,,0
h96_n8,k1,launch__preferred_cluster_dim_y,,0
h96_n8,k1,launch__preferred_cluster_dim_z,,0
h96_n8,k1,launch__preferred_cluster_size,,0
h96_n8,k1,launch__registers_per_thread,register/thread,32
h96_n8,k1,launch__registers_per_thread_allocated,register/thread,32
h96_n8,k1,launch__shared_mem_config_size,byte,200704
h96_n8,k1,launch__shared_mem_per_block,byte/block,22272
h96_n8,k1,launch__shared_mem_per_block_allocated,byte/block,22272
h96_n8,k1,launch__shared_mem_per_block_driver,byte/block,1024
h96_n8,k1,launch__shared_mem_per_block_dynamic,byte/block,21248
h96_n8,k1,launch__shared_mem_per_block_static,byte/block,0
h96_n8,k1,launch__sm_count,SM,148
h96_n8,k1,launch__stack_size,,1024
h96_n8,k1,launch__stream_id,,7
h96_n8,k1,launch__thread_count,thread,12582912
h96_n8,k1,launch__tpc_count,,74
h96_n8,k1,launch__tpc_enabled,,all
h96_n8,k1,launch__uses_cdp,,0
h96_n8,k1,launch__uses_green_context,,0
h96_n8,k1,launch__uses_mps,,0
h96_n8,k1,launch__uses_nvlink_centric_scheduling,,0
h96_n8,k1,launch__uses_vgpu,,0
h96_n8,k1,launch__waves_per_multiprocessor,,41.51
h96_n8,k1,lrc__average_ilc_input_sector_success_rate.pct,%,0
h96_n8,k1,lrc__average_ilc_output_sector_compression_achieved_rate.pct,%,0
h96_n8,k1,lrc__ilc_input_sectors.sum,sector,788147
h96_n8,k1,lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_decomp_input_sectors.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_decomp_input_sectors.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_decomp_input_sectors.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_decomp_input_sectors.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,lts__d_sectors.avg.pct_of_peak_sustained_elapsed,%,26.91
h96_n8,k1,lts__d_sectors.max.pct_of_peak_sustained_elapsed,%,28.08
h96_n8,k1,lts__d_sectors.min.pct_of_peak_sustained_elapsed,%,13.39
h96_n8,k1,lts__d_sectors.sum.pct_of_peak_sustained_elapsed,%,26.91
h96_n8,k1,lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,%,14.61
h96_n8,k1,lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed,%,14.94
h96_n8,k1,lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed,%,7.47
h96_n8,k1,lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed,%,14.61
h96_n8,k1,lts__ltcfabric2lts_cycles_active.avg.pct_of_peak_sustained_elapsed,%,22.48
h96_n8,k1,lts__ltcfabric2lts_cycles_active.max.pct_of_peak_sustained_elapsed,%,23.71
h96_n8,k1,lts__ltcfabric2lts_cycles_active.min.pct_of_peak_sustained_elapsed,%,11.41
h96_n8,k1,lts__ltcfabric2lts_cycles_active.sum.pct_of_peak_sustained_elapsed,%,22.48
h96_n8,k1,lts__lts2xbar_cycles_active_realtime.avg.pct_of_peak_sustained_elapsed,%,7.53
h96_n8,k1,lts__lts2xbar_cycles_active_realtime.max.pct_of_peak_sustained_elapsed,%,8.31
h96_n8,k1,lts__lts2xbar_cycles_active_realtime.min.pct_of_peak_sustained_elapsed,%,3.54
h96_n8,k1,lts__lts2xbar_cycles_active_realtime.sum.pct_of_peak_sustained_elapsed,%,7.53
h96_n8,k1,lts__t_sector_hit_rate.pct,%,42.08
h96_n8,k1,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,%,23.58
h96_n8,k1,lts__t_sectors.max.pct_of_peak_sustained_elapsed,%,24.73
h96_n8,k1,lts__t_sectors.min.pct_of_peak_sustained_elapsed,%,11.79
h96_n8,k1,lts__t_sectors.sum.pct_of_peak_sustained_elapsed,%,23.58
h96_n8,k1,lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed,%,54.98
h96_n8,k1,lts__t_tag_requests.max.pct_of_peak_sustained_elapsed,%,58.90
h96_n8,k1,lts__t_tag_requests.min.pct_of_peak_sustained_elapsed,%,27.58
h96_n8,k1,lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed,%,54.98
h96_n8,k1,lts__throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,%,54.96
h96_n8,k1,lts__throughput_internal_activity.max.pct_of_peak_sustained_elapsed,%,57.47
h96_n8,k1,lts__throughput_internal_activity.min.pct_of_peak_sustained_elapsed,%,27.64
h96_n8,k1,lts__throughput_internal_activity.sum.pct_of_peak_sustained_elapsed,%,54.96
h96_n8,k1,lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed,%,36.00
h96_n8,k1,lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed,%,39.32
h96_n8,k1,lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed,%,17.72
h96_n8,k1,lts__xbar2lts_cycles_active.sum.pct_of_peak_sustained_elapsed,%,36.00
h96_n8,k1,numa__cpu_affinity,,1
h96_n8,k1,numa__dev_display_name_all,,1
h96_n8,k1,numa__id_cpu,,1
h96_n8,k1,numa__id_memory,,1
h96_n8,k1,nvlink__bandwidth,,0
h96_n8,k1,nvlink__count_logical,,0
h96_n8,k1,nvlink__count_physical,,0
h96_n8,k1,nvlink__destination_ports,,0
h96_n8,k1,nvlink__dev0Id,,0
h96_n8,k1,nvlink__dev0type,,0
h96_n8,k1,nvlink__dev1Id,,0
h96_n8,k1,nvlink__dev1type,,0
h96_n8,k1,nvlink__dev_display_name_all,,1
h96_n8,k1,nvlink__enabled_mask,,262143
h96_n8,k1,nvlink__is_direct_link,,0
h96_n8,k1,nvlink__is_nvswitch_connected,,0
h96_n8,k1,nvlink__max_count,,18
h96_n8,k1,nvlink__peer_access,,0
h96_n8,k1,nvlink__peer_atomic,,0
h96_n8,k1,nvlink__source_ports,,0
h96_n8,k1,nvlink__system_access,,0
h96_n8,k1,nvlink__system_atomic,,0
h96_n8,k1,profiler__perfworks_session_reuse,,0
h96_n8,k1,profiler__replayer_bytes_mem_accessible.avg,byte,2133251051
h96_n8,k1,profiler__replayer_bytes_mem_accessible.max,byte,2133251051
h96_n8,k1,profiler__replayer_bytes_mem_accessible.min,byte,2133251051
h96_n8,k1,profiler__replayer_bytes_mem_accessible.sum,byte,21332510510
h96_n8,k1,profiler__replayer_bytes_mem_backed_up.avg,byte,2133251051
h96_n8,k1,profiler__replayer_bytes_mem_backed_up.max,byte,2133251051
h96_n8,k1,profiler__replayer_bytes_mem_backed_up.min,byte,2133251051
h96_n8,k1,profiler__replayer_bytes_mem_backed_up.sum,byte,21332510510
h96_n8,k1,profiler__replayer_passes,pass,10
h96_n8,k1,profiler__replayer_passes_type_warmup,pass,0
h96_n8,k1,sass__inst_executed_per_opcode,,215728128
h96_n8,k1,sass__inst_executed_per_opcode_category,,215728128
h96_n8,k1,sass__inst_executed_per_opcode_with_modifier_all,,215728128
h96_n8,k1,sass__inst_executed_per_opcode_with_modifier_selective,,215728128
h96_n8,k1,sass__inst_executed_register_spilling,inst,0
h96_n8,k1,sass__inst_executed_register_spilling_mem_local,byte,no data
h96_n8,k1,sass__inst_executed_register_spilling_mem_shared,byte,no data
h96_n8,k1,sass__inst_executed_register_spilling_op_read,inst,0
h96_n8,k1,sass__inst_executed_register_spilling_op_write,inst,0
h96_n8,k1,sass__thread_inst_executed_per_opcode_category,,0
h96_n8,k1,sass__thread_inst_executed_true_per_opcode,,0
h96_n8,k1,sass__thread_inst_executed_true_per_opcode_with_modifier_all,,0
h96_n8,k1,sass__thread_inst_executed_true_per_opcode_with_modifier_selective,,0
h96_n8,k1,sm__inst_executed.avg.pct_of_peak_sustained_elapsed,%,73.65
h96_n8,k1,sm__inst_executed.max.pct_of_peak_sustained_elapsed,%,75.62
h96_n8,k1,sm__inst_executed.min.pct_of_peak_sustained_elapsed,%,71.18
h96_n8,k1,sm__inst_executed.sum.pct_of_peak_sustained_elapsed,%,73.65
h96_n8,k1,sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed,%,22.20
h96_n8,k1,sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed,%,22.78
h96_n8,k1,sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed,%,21.45
h96_n8,k1,sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed,%,22.20
h96_n8,k1,sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed,%,6.52
h96_n8,k1,sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed,%,6.69
h96_n8,k1,sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed,%,6.36
h96_n8,k1,sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed,%,6.52
h96_n8,k1,sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed,%,42.41
h96_n8,k1,sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed,%,43.55
h96_n8,k1,sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed,%,41.38
h96_n8,k1,sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed,%,42.41
h96_n8,k1,sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed,%,0
